h,s,b
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
21,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
23,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
22,255,255
23,255,255
22,255,255
23,255,255
22,255,255
23,255,255
23,255,255
23,255,255
22,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
24,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
23,255,255
24,255,255
24,255,255
24,255,255
24,255,255
24,255,255
24,255,255
24,255,255
24,255,255
24,255,255
24,255,255
24,255,255
25,255,255
25,255,255
25,255,255
25,255,255
25,255,255
25,255,255
25,255,255
25,255,255
25,255,255
25,255,255
25,255,255
27,255,255
26,255,255
26,255,255
26,255,255
26,255,255
26,255,255
26,255,255
26,255,255
26,255,255
27,255,255
27,255,255
27,255,255
28,255,255
27,255,255
29,255,255
27,255,255
27,255,255
28,255,255
27,255,255
29,255,255
31,255,255
29,255,255
33,255,255
29,255,255
30,255,255
31,255,255
30,255,255
253,133,145
254,128,147
253,142,152
253,134,152
253,136,153
253,130,154
254,130,156
253,141,160
253,119,162
253,122,164
253,138,164
253,120,174
254,115,177
253,118,177
